age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,4,2,2,0,1395,0,0,0,5,1,67,1,-1,0,3,no
58,3,1,0,0,3957,0,0,2,17,6,76,4,-1,0,3,no
52,1,1,1,0,543,1,0,0,13,0,211,2,-1,0,3,no
51,0,1,1,0,0,0,0,0,21,5,130,1,-1,0,3,no
81,5,0,2,0,0,0,0,0,14,4,357,1,-1,0,3,no
49,1,1,1,0,2159,0,0,0,17,0,771,1,-1,0,3,no
34,2,1,2,0,4343,0,0,2,9,6,85,4,-1,0,3,no
49,1,1,0,0,4455,1,0,0,20,9,140,1,-1,0,3,no
60,1,1,0,0,1723,0,0,0,4,8,160,4,83,3,0,no
43,4,1,0,0,73,0,0,0,2,3,182,2,-1,0,3,no
49,9,1,2,0,80,0,0,0,17,5,123,1,-1,0,3,no
45,7,1,1,0,307,0,1,0,17,5,147,3,-1,0,3,no
58,4,1,2,0,9339,1,0,1,18,9,52,3,172,3,1,no
46,0,0,1,0,3163,0,0,0,21,9,128,3,-1,0,3,no
55,5,1,1,0,3948,0,0,2,2,6,266,2,-1,0,3,no
34,9,2,1,0,19348,1,0,0,8,1,316,2,-1,0,3,no
49,4,1,1,0,0,0,0,2,9,6,156,2,-1,0,3,no
35,3,1,1,0,14000,0,0,2,9,6,121,2,-1,0,3,no
49,1,1,0,0,226,1,0,2,19,6,326,5,-1,0,3,no
53,6,1,2,0,1907,1,0,2,2,6,72,3,-1,0,3,no
50,4,1,2,1,37,0,0,0,4,1,869,1,-1,0,3,no
37,2,2,1,0,20453,1,0,1,4,8,115,1,-1,0,3,no
49,7,1,1,0,-301,1,0,0,12,8,187,4,-1,0,3,no
57,0,1,1,0,3927,0,0,0,13,10,61,1,-1,0,3,no
41,4,1,2,0,4357,1,0,2,19,8,110,1,-1,0,3,no
58,5,1,1,0,801,0,0,0,30,0,249,1,85,1,1,no
55,2,0,2,0,461,1,1,2,16,6,267,3,-1,0,3,no
53,0,1,1,0,35,1,0,0,8,0,97,1,-1,0,3,no
45,1,1,1,0,3412,1,0,0,12,8,101,2,-1,0,3,no
45,7,1,1,0,0,0,1,0,8,5,47,7,-1,0,3,no
55,7,1,0,0,-747,1,0,0,15,8,265,7,-1,0,3,no
47,9,1,2,0,213,0,0,0,1,6,154,1,-1,0,3,no
48,4,0,2,0,313,0,0,0,8,8,208,1,-1,0,3,no
45,1,1,0,0,0,0,0,0,19,1,92,2,-1,0,3,no
58,1,1,1,0,1457,1,0,0,8,5,144,4,-1,0,3,no
56,0,1,1,0,374,0,0,0,20,1,193,4,-1,0,3,no
57,0,1,0,0,853,1,0,0,8,1,86,4,-1,0,3,no
48,1,0,0,0,2677,0,0,2,20,6,23,3,-1,0,3,no
39,1,1,0,0,1742,0,0,2,9,5,130,6,-1,0,3,no
47,0,1,1,0,3434,1,1,1,9,5,337,1,-1,0,3,no
53,9,1,1,0,1776,0,0,2,18,6,443,7,-1,0,3,no
46,9,0,1,0,225,0,0,0,6,1,530,5,-1,0,3,no
54,5,1,0,0,1379,0,0,2,11,6,136,1,-1,0,3,no
48,0,1,1,0,191,1,0,0,5,3,238,3,-1,0,3,no
48,1,1,1,0,10724,0,0,2,20,6,238,3,-1,0,3,no
49,7,1,1,0,892,0,0,2,14,8,102,2,-1,0,3,no
49,1,1,0,0,186,1,0,2,9,8,241,1,-1,0,3,no
55,4,0,1,0,1526,1,0,0,18,9,105,1,-1,0,3,no
50,3,1,0,0,395,1,0,2,15,8,419,2,-1,0,3,no
52,5,0,1,0,246,1,0,2,27,8,181,1,-1,0,3,no
45,7,1,1,0,1550,1,0,2,5,6,127,6,-1,0,3,no
53,5,1,2,0,1691,0,0,2,13,8,916,2,-1,0,3,no
50,9,1,2,0,247,0,0,2,23,8,173,1,-1,0,3,no
54,4,1,2,0,1502,0,0,0,20,9,43,3,-1,0,3,no
55,4,2,2,0,4847,1,0,0,21,9,18,4,106,2,1,no
64,5,1,0,0,1977,0,0,0,24,3,160,2,-1,0,3,no
50,1,1,1,0,-26,1,0,0,8,8,301,2,-1,0,3,no
57,9,1,2,0,27069,0,1,2,20,6,174,3,-1,0,3,no
43,4,1,2,0,2886,0,0,0,20,9,230,1,-1,0,3,no
60,9,0,0,0,-85,0,1,1,8,5,58,2,-1,0,3,no
59,0,0,1,0,174,1,0,2,16,8,204,1,-1,0,3,no
54,9,1,2,0,258,0,0,2,5,8,310,4,-1,0,3,no
35,9,1,1,0,15474,0,0,0,21,9,89,1,92,2,1,no
50,0,1,1,0,311,1,1,2,18,6,417,3,-1,0,3,no
56,9,1,1,0,1199,1,1,0,29,5,336,2,-1,0,3,no
59,4,1,3,0,3534,0,0,0,21,9,216,4,-1,0,3,no
51,1,0,3,0,0,0,1,2,3,5,167,11,-1,0,3,no
52,3,1,0,0,310,0,1,2,12,6,100,4,-1,0,3,no
43,1,1,0,0,2598,0,0,0,5,8,272,2,-1,0,3,no
58,1,0,1,0,-11,0,0,2,6,8,112,1,-1,0,3,no
49,1,1,0,0,355,1,0,2,2,6,253,7,-1,0,3,no
50,6,1,2,0,4012,0,0,0,19,9,690,3,-1,0,3,no
43,4,0,1,0,311,0,0,2,6,6,92,1,-1,0,3,no
55,1,0,0,0,0,0,0,2,19,6,120,1,-1,0,3,no
60,0,1,1,0,1025,0,0,0,6,1,388,8,-1,0,3,no
52,11,1,3,0,1571,0,0,0,4,1,164,1,-1,0,3,no
49,0,1,0,0,169,1,0,0,15,8,82,3,-1,0,3,no
68,5,1,0,0,2398,0,0,0,8,10,352,1,-1,0,3,no
46,6,0,2,0,8717,1,0,2,15,8,343,5,-1,0,3,no
53,1,1,1,0,1093,1,1,2,16,6,244,3,-1,0,3,no
54,0,1,1,0,3398,1,0,1,18,1,71,4,-1,0,3,no
43,9,1,1,0,1650,0,0,0,4,3,154,1,-1,0,3,no
57,1,1,0,0,5431,1,1,2,6,8,383,1,-1,0,3,no
56,1,1,3,0,6710,0,0,0,29,5,318,2,-1,0,3,no
55,1,1,0,0,81,1,0,2,28,8,172,1,-1,0,3,no
52,4,1,1,0,3258,0,0,2,5,6,234,3,-1,0,3,no
44,9,1,2,0,1707,0,0,0,8,1,406,3,-1,0,3,no
46,4,1,1,0,1306,1,0,1,17,9,155,1,-1,0,3,no
57,4,2,1,0,137,1,0,2,4,6,91,4,-1,0,3,no
45,0,1,1,0,740,0,1,0,19,1,109,2,-1,0,3,no
54,0,1,1,0,1326,1,0,2,11,6,105,2,-1,0,3,no
44,10,1,0,0,280,1,0,2,5,6,193,2,-1,0,3,no
46,9,1,1,0,1465,1,0,2,14,8,86,2,-1,0,3,no
53,7,1,1,0,4994,0,0,0,18,1,62,6,-1,0,3,no
49,6,1,1,0,1103,0,0,0,12,1,428,2,-1,0,3,no
53,1,1,1,1,20,1,0,0,8,8,273,1,-1,0,3,no
58,7,1,1,0,818,0,0,0,22,1,283,1,-1,0,3,no
42,3,0,2,0,364,0,0,0,18,9,52,1,-1,0,3,no
44,1,1,0,0,213,0,0,2,6,8,158,1,-1,0,3,no
56,11,1,3,0,778,0,0,2,20,6,32,4,-1,0,3,no
56,5,1,1,0,3690,1,1,2,16,8,178,2,-1,0,3,no
44,4,1,0,0,2276,1,0,2,17,6,321,1,-1,0,3,no
47,7,1,1,0,306,1,0,0,20,0,20,2,-1,0,3,no
59,5,1,2,0,1296,0,0,0,11,1,862,11,-1,0,3,no
37,4,1,2,0,4044,0,0,0,12,1,87,4,-1,0,3,no
51,1,1,1,0,950,0,0,0,19,1,377,2,-1,0,3,no
40,4,2,1,0,9916,0,0,1,10,9,98,1,-1,0,3,no
56,1,0,0,0,0,1,0,0,5,8,313,1,-1,0,3,no
50,1,1,0,0,-37,1,0,2,12,8,78,3,-1,0,3,no
53,4,0,2,0,26306,1,0,0,19,9,67,3,-1,0,3,no
58,1,1,0,0,5,0,0,2,8,8,177,2,-1,0,3,no
54,1,1,1,0,524,1,0,2,15,8,55,1,-1,0,3,no
58,4,1,1,0,407,1,0,0,29,5,145,2,-1,0,3,no
60,5,2,2,0,7440,1,0,2,15,8,92,3,-1,0,3,no
47,3,1,0,0,275,1,0,0,14,8,261,3,-1,0,3,no
39,0,1,3,0,3252,0,0,0,21,1,298,1,-1,0,3,no
62,11,1,1,0,367,0,0,1,2,7,139,5,-1,0,3,no
57,1,1,0,0,24,0,0,2,16,6,109,2,-1,0,3,no
59,1,1,1,0,437,1,0,1,15,8,73,4,-1,0,3,no
58,9,1,1,0,178,0,0,0,28,4,109,1,-1,0,3,no
55,5,1,1,0,708,1,0,2,13,8,901,2,-1,0,3,no
55,2,1,0,0,199,0,0,0,17,9,176,1,-1,0,3,no
58,3,2,2,0,145,1,1,0,16,5,128,2,-1,0,3,no
45,3,1,2,0,0,0,0,2,9,6,100,1,-1,0,3,no
57,5,1,0,0,3401,1,0,2,14,8,271,2,-1,0,3,no
56,0,0,1,0,3337,1,0,1,17,9,99,3,-1,0,3,no
58,1,1,0,0,0,1,0,2,29,8,535,2,-1,0,3,no
51,1,1,0,0,507,1,0,0,8,1,85,2,-1,0,3,no
50,1,1,0,0,8139,1,0,0,18,1,256,6,-1,0,3,no
47,4,0,2,0,0,0,0,0,14,5,122,2,-1,0,3,no
50,9,1,1,0,2,1,1,0,14,5,171,3,-1,0,3,no
46,2,1,2,0,25204,1,1,0,6,8,72,1,-1,0,3,no
46,4,1,1,0,3714,1,0,2,15,8,86,1,-1,0,3,no
53,1,1,1,0,-626,1,0,0,9,5,205,1,-1,0,3,no
60,5,1,1,0,90,1,0,0,25,5,41,3,-1,0,3,no
56,5,0,0,0,48,1,0,0,14,8,132,2,-1,0,3,no
53,9,2,2,0,118,0,0,0,14,5,431,3,-1,0,3,no
57,6,1,1,0,35,0,1,2,26,6,215,3,-1,0,3,no
53,9,1,1,0,530,0,0,0,18,9,244,1,-1,0,3,no
59,1,1,1,0,57,1,0,2,5,8,98,1,-1,0,3,no
59,4,0,2,0,866,0,0,0,28,1,46,3,-1,0,3,no
47,4,1,2,0,3556,1,0,2,20,6,130,4,-1,0,3,no
56,5,0,0,0,0,0,0,2,5,6,27,1,-1,0,3,no
43,1,1,1,0,5997,1,0,0,15,8,270,3,-1,0,3,no
59,0,1,1,0,1914,1,0,0,7,5,126,3,-1,0,3,no
72,11,1,3,0,1165,0,0,0,11,1,400,3,-1,0,3,no
60,1,1,0,0,1477,1,0,0,16,5,69,3,-1,0,3,no
54,0,2,1,0,2423,0,0,2,3,6,75,4,-1,0,3,no
49,1,1,1,0,406,1,1,0,7,1,253,2,-1,0,3,no
46,1,1,0,0,952,1,0,0,9,0,233,4,-1,0,3,no
75,5,1,1,0,468,0,0,1,24,6,316,1,-1,0,3,no
48,7,0,1,0,297,0,0,0,18,1,121,4,-1,0,3,no
50,0,1,1,0,1917,1,0,2,14,8,200,2,-1,0,3,no
53,1,1,0,0,1794,1,0,0,17,0,557,1,-1,0,3,no
58,5,1,2,0,941,0,1,0,9,5,254,1,-1,0,3,no
60,5,1,1,0,262,0,0,0,18,1,393,4,-1,0,3,no
56,1,1,1,0,1362,0,0,1,31,5,345,1,-1,0,3,no
52,0,0,1,0,26,1,0,2,13,8,215,1,-1,0,3,no
54,7,1,1,0,468,0,0,2,17,6,207,3,-1,0,3,no
46,6,1,2,0,226,0,0,0,19,1,561,3,-1,0,3,no
51,0,1,1,0,42,1,0,0,13,8,80,2,-1,0,3,no
59,4,1,1,0,-1246,0,0,1,29,5,175,2,-1,0,3,no
47,0,1,1,0,3960,1,0,2,13,8,110,1,-1,0,3,no
60,5,1,1,0,1524,0,0,2,18,6,173,1,-1,0,3,no
49,7,1,1,0,5673,0,1,0,4,1,357,3,-1,0,3,no
71,5,1,3,0,1741,0,0,0,18,1,177,1,-1,0,3,no
55,5,1,1,0,159,0,0,0,28,1,159,1,-1,0,3,no
58,10,1,1,0,610,1,0,1,29,5,246,2,-1,0,3,no
50,1,1,0,0,888,0,1,1,10,5,160,3,-1,0,3,no
46,3,1,0,0,17,0,0,2,17,6,72,1,-1,0,3,no
75,5,0,0,0,46,0,0,0,2,3,294,1,-1,0,3,no
64,5,0,2,0,17875,0,0,0,25,1,173,1,-1,0,3,no
50,3,0,0,0,34,1,0,0,22,5,160,2,-1,0,3,no
54,1,1,1,0,2957,1,0,2,4,6,392,2,-1,0,3,no
53,7,1,1,0,-2,1,1,0,16,0,144,2,-1,0,3,no
58,9,0,1,0,797,1,0,2,6,6,134,2,-1,0,3,no
51,0,0,1,0,467,1,0,2,19,8,83,1,-1,0,3,no
45,1,1,1,0,241,0,0,0,13,1,536,5,-1,0,3,no
46,2,1,0,0,8873,1,0,0,24,5,314,2,-1,0,3,no
60,5,1,0,0,1216,0,0,0,28,4,156,1,-1,0,3,no
68,5,1,0,0,2301,0,0,0,14,1,90,3,120,1,0,no
57,9,1,1,0,29207,1,0,1,21,9,232,2,-1,0,3,no
47,3,0,0,0,1405,0,0,2,12,6,127,1,-1,0,3,no
41,1,1,1,0,1165,0,0,2,12,6,69,3,-1,0,3,no
50,1,1,0,0,506,1,0,1,7,1,430,4,-1,0,3,no
48,9,1,1,0,6376,1,0,0,18,9,56,4,-1,0,3,no
52,2,1,2,0,0,0,0,2,19,6,163,3,-1,0,3,no
47,4,1,1,0,-521,1,0,0,3,0,148,2,-1,0,3,no
71,5,1,3,0,1741,0,0,0,18,1,177,1,-1,0,3,no
49,1,1,0,0,4830,1,0,2,6,6,350,1,-1,0,3,no
46,7,1,0,0,13118,0,0,0,5,1,414,2,-1,0,3,no
56,0,0,1,0,-429,0,1,0,23,5,229,4,-1,0,3,no
53,9,1,1,0,144,0,0,0,21,1,282,4,-1,0,3,no
59,5,1,0,1,-488,0,1,2,6,6,247,1,-1,0,3,no
52,1,1,1,0,8979,1,0,1,20,9,72,3,-1,0,3,no
53,9,1,1,0,144,0,0,0,21,1,282,4,-1,0,3,no
66,5,1,0,0,711,0,0,1,20,0,137,5,-1,0,3,no
48,1,1,1,0,157,1,0,2,6,8,73,1,-1,0,3,no
57,5,2,0,0,604,0,0,0,19,9,187,1,-1,0,3,no
60,3,1,0,0,182,0,0,0,27,10,83,2,76,3,0,no
57,7,1,2,0,10,0,0,1,8,5,320,3,-1,0,3,no
42,4,1,2,0,843,0,1,0,15,5,226,3,-1,0,3,no
58,0,0,1,0,8548,1,0,0,14,8,175,8,-1,0,3,no
59,5,1,1,0,1250,0,1,1,11,5,61,2,-1,0,3,no
43,2,1,2,1,-250,0,0,2,5,6,104,1,-1,0,3,no
76,5,0,0,0,2693,0,0,0,23,0,109,5,184,2,2,no
47,7,1,1,0,137,0,0,2,12,6,112,1,-1,0,3,no
47,7,1,1,0,440,1,0,2,12,6,91,1,-1,0,3,no
56,5,1,3,0,228,1,0,2,28,8,296,1,-1,0,3,no
37,1,1,1,0,11953,1,1,2,29,8,208,1,-1,0,3,no
44,4,1,2,0,284,1,1,0,10,5,109,5,-1,0,3,no
61,5,1,1,0,296,0,0,2,17,6,18,1,-1,0,3,no
56,1,1,1,0,1362,0,0,1,31,5,345,1,-1,0,3,no
49,9,1,3,0,1359,0,0,0,17,0,119,3,-1,0,3,no
57,9,1,1,0,6362,1,1,0,18,9,66,1,-1,0,3,no
43,9,1,1,0,7876,1,0,0,11,1,209,2,-1,0,3,no
49,9,1,1,0,652,0,0,0,17,9,198,2,-1,0,3,no
60,4,1,0,0,8334,0,0,0,18,6,143,1,49,7,1,no
58,9,1,0,0,10,1,0,0,15,8,298,1,-1,0,3,no
55,5,1,1,0,188,0,0,2,14,8,139,2,-1,0,3,no
52,1,0,0,0,2800,0,0,2,19,6,149,1,-1,0,3,no
48,1,1,1,0,194,1,0,0,5,3,62,1,-1,0,3,no
54,1,1,1,0,448,1,1,0,5,1,98,1,-1,0,3,no
38,1,1,0,0,15477,0,0,2,20,6,114,2,-1,0,3,no
58,5,1,1,0,0,1,0,2,26,8,77,1,-1,0,3,no
59,0,1,1,0,506,1,0,0,13,8,281,1,-1,0,3,no
49,9,0,2,0,0,1,0,0,12,6,177,3,-1,0,3,no
60,2,1,0,0,0,0,0,1,23,5,40,1,-1,0,3,no
56,7,1,1,0,22196,1,0,0,21,9,189,1,-1,0,3,no
60,5,0,0,0,2516,0,0,1,4,3,157,1,-1,0,3,no
46,4,1,2,1,-337,0,1,0,21,1,120,2,-1,0,3,no
47,1,1,1,0,1021,0,0,0,13,1,399,3,-1,0,3,no
43,1,1,0,0,7343,1,0,2,2,6,217,4,-1,0,3,no
49,3,1,2,0,443,0,0,0,8,1,27,6,-1,0,3,no
59,4,0,2,0,81,0,0,0,26,8,140,1,-1,0,3,no
48,0,0,1,0,1033,0,1,2,22,1,11,1,-1,0,3,no
55,1,1,1,1,67,0,0,0,8,5,267,2,-1,0,3,no
43,6,1,2,0,4324,1,0,2,19,6,105,1,-1,0,3,no
59,4,1,0,0,2345,1,0,0,15,8,399,1,-1,0,3,no
58,2,1,1,0,0,0,1,0,21,9,56,2,-1,0,3,no
58,1,1,1,0,1826,1,0,2,19,6,47,3,-1,0,3,no
59,4,1,2,0,2764,0,0,0,18,3,459,1,56,3,0,no
57,5,1,1,0,455,1,0,0,7,8,361,1,-1,0,3,no
53,10,1,1,0,4487,0,0,0,31,5,79,2,-1,0,3,no
51,6,0,1,0,1291,1,0,2,3,6,51,2,-1,0,3,no
54,4,0,2,0,26306,1,0,0,11,3,27,1,84,3,0,no
40,4,1,2,0,9221,0,0,0,4,1,252,1,-1,0,3,no
55,3,1,0,0,16,0,0,2,20,6,64,1,-1,0,3,no
51,9,1,2,0,1315,0,0,1,5,6,303,2,-1,0,3,no
49,9,1,1,0,27,0,0,0,22,1,57,2,-1,0,3,no
49,0,1,1,0,0,1,1,2,3,6,50,3,-1,0,3,no
56,1,1,0,0,770,1,0,2,20,6,59,3,-1,0,3,no
43,7,1,1,0,6346,1,0,0,11,8,57,1,-1,0,3,no
59,5,1,0,0,2722,0,0,2,16,6,145,1,-1,0,3,no
80,5,1,0,0,1548,0,0,0,6,1,331,2,-1,0,3,no
47,9,1,0,0,1375,1,1,2,2,6,218,2,-1,0,3,no
56,1,1,1,0,316,1,0,2,19,8,27,1,-1,0,3,no
40,7,0,3,0,5847,0,0,1,17,9,206,1,-1,0,3,no
55,4,1,2,0,0,0,0,2,16,6,607,2,-1,0,3,no
50,9,1,1,0,103,1,0,2,12,8,79,6,-1,0,3,no
48,9,1,1,0,23495,0,0,0,22,1,63,8,-1,0,3,no
45,4,2,2,0,5694,1,0,2,9,8,214,2,-1,0,3,no
59,10,0,1,0,7469,0,0,0,22,3,287,1,130,1,0,no
49,4,0,2,0,5223,0,0,0,4,1,86,1,-1,0,3,no
56,7,1,0,0,219,1,0,2,7,8,130,4,-1,0,3,no
56,1,1,1,0,3760,0,0,2,18,6,243,3,-1,0,3,no
51,2,1,3,0,29,1,0,0,24,5,162,1,-1,0,3,no
58,6,1,0,0,671,1,0,2,17,6,16,3,-1,0,3,no
52,1,0,0,0,0,1,1,2,20,8,47,1,-1,0,3,no
53,7,0,1,0,43,1,0,2,3,6,70,6,-1,0,3,no
43,11,1,3,0,1517,0,0,2,20,6,45,1,-1,0,3,no
58,9,1,1,0,0,1,0,0,15,5,53,1,-1,0,3,no
58,4,0,2,0,26831,0,0,0,11,3,56,18,-1,0,3,no
51,1,1,0,0,-26,1,0,2,27,8,47,1,-1,0,3,no
51,1,1,0,0,1080,0,1,0,25,5,110,1,-1,0,3,no
40,1,1,1,0,11084,0,0,2,11,6,113,1,-1,0,3,no
55,5,0,0,0,1420,0,0,2,23,6,655,4,-1,0,3,no
51,4,0,2,0,1028,0,0,0,5,1,178,4,-1,0,3,no
59,4,1,2,0,37,0,0,0,12,1,64,9,-1,0,3,no
58,5,1,0,0,10628,0,0,0,30,5,189,4,-1,0,3,no
58,5,1,0,0,193,1,1,2,13,8,788,3,-1,0,3,no
40,9,1,2,0,5152,1,1,0,18,5,121,2,-1,0,3,no
47,4,1,2,0,0,1,0,0,4,11,65,3,-1,0,3,no
55,9,1,1,0,445,0,0,0,4,1,99,2,-1,0,3,no
48,0,1,1,0,2262,0,0,0,4,1,70,1,-1,0,3,no
58,1,1,0,0,1231,0,0,2,20,6,21,3,-1,0,3,no
58,1,1,1,0,4053,0,0,2,6,6,160,2,-1,0,3,no
69,5,1,3,0,647,0,0,1,27,7,199,1,-1,0,3,no
63,2,1,2,0,2707,0,0,1,16,9,57,4,-1,0,3,no
53,4,1,0,0,3544,0,0,2,19,8,195,4,-1,0,3,no
43,2,1,0,0,2315,1,1,0,14,8,42,1,-1,0,3,no
47,0,1,1,0,24556,0,0,1,20,10,309,1,-1,0,3,no
49,0,0,1,0,6512,0,0,0,21,9,93,2,-1,0,3,no
58,9,0,1,0,-354,1,1,0,7,5,98,1,-1,0,3,no
50,9,0,1,0,8016,0,0,0,17,5,903,4,-1,0,3,no
39,7,1,2,0,6497,0,0,2,18,6,567,1,-1,0,3,no
58,9,1,1,0,2073,0,0,2,2,6,393,3,-1,0,3,no
51,1,1,2,0,84,0,1,2,27,6,269,1,-1,0,3,no
33,9,1,1,0,14850,1,0,0,5,3,122,5,-1,0,3,no
57,1,1,0,0,831,0,0,2,9,6,166,3,-1,0,3,no
34,4,0,2,0,13204,1,1,0,20,9,197,2,-1,0,3,no
50,2,0,2,0,1790,0,1,0,6,3,748,3,-1,0,3,no
54,1,1,0,0,1659,0,0,0,12,1,50,5,-1,0,3,no
36,6,1,2,0,12132,0,0,1,21,9,146,1,-1,0,3,no
47,9,1,0,0,1280,0,0,0,8,8,51,1,-1,0,3,no
59,5,1,1,0,8107,0,0,2,30,8,210,1,-1,0,3,no
58,4,1,2,0,107,1,0,2,3,6,55,1,-1,0,3,no
42,1,0,3,0,0,0,0,0,7,5,64,2,-1,0,3,no
59,4,1,2,0,202,1,0,2,3,6,128,6,-1,0,3,no
48,1,1,1,0,904,1,0,2,5,8,128,2,-1,0,3,no
60,1,1,1,0,5450,0,0,0,18,1,113,4,-1,0,3,no
59,5,1,0,0,3000,0,1,0,6,3,25,1,-1,0,3,no
54,4,1,2,0,14107,0,0,0,17,9,98,1,-1,0,3,no
66,5,1,2,0,2820,0,0,0,5,7,115,2,-1,0,3,no
48,4,2,2,0,8106,0,0,2,17,9,125,1,111,3,0,no
55,7,2,1,0,1126,1,0,1,14,8,166,1,-1,0,3,no
45,5,1,0,0,-24,0,0,0,10,5,164,5,-1,0,3,no
71,5,1,1,0,29941,0,0,1,18,6,80,1,71,3,1,no
50,1,1,1,0,0,0,0,0,8,1,192,2,-1,0,3,no
59,0,1,1,0,2552,0,1,0,5,1,125,3,-1,0,3,no
47,1,1,0,0,-12,1,0,2,5,8,18,1,-1,0,3,no
46,9,1,1,0,488,0,0,2,5,6,92,1,-1,0,3,no
51,4,1,2,0,2814,0,0,0,3,3,178,1,-1,0,3,no
47,9,1,1,0,-9,0,0,0,14,1,457,2,-1,0,3,no
47,4,1,2,0,3556,1,0,2,20,6,130,4,-1,0,3,no
45,1,1,0,0,700,1,0,1,13,8,29,4,-1,0,3,no
52,1,1,1,0,7225,0,0,0,19,9,205,2,113,2,0,no
54,4,1,2,0,2819,0,0,0,7,1,123,3,-1,0,3,no
47,1,1,3,0,306,1,0,2,5,8,13,1,-1,0,3,no
57,0,1,1,0,2,0,0,1,10,5,144,2,-1,0,3,no
41,4,2,2,0,6116,0,0,0,7,11,97,1,-1,0,3,no
49,1,1,0,0,1456,0,0,0,12,1,225,4,-1,0,3,no
67,5,1,2,0,3810,0,0,0,21,10,1206,1,-1,0,3,no
51,6,1,0,0,307,1,1,2,17,6,65,2,-1,0,3,no
58,1,1,0,0,0,1,0,2,29,8,535,2,-1,0,3,no
52,9,1,3,0,9687,1,0,2,29,8,936,1,-1,0,3,no
53,2,1,2,0,22370,1,0,2,15,8,106,1,-1,0,3,no
51,0,1,1,0,38,0,1,0,8,5,31,3,-1,0,3,no
58,5,1,0,0,3,0,0,0,14,1,158,2,-1,0,3,no
47,1,1,0,0,-58,1,0,0,18,5,92,2,-1,0,3,no
56,4,1,1,0,2811,0,0,0,21,9,150,2,-1,0,3,no
59,5,1,1,0,242,0,1,0,5,3,17,10,-1,0,3,no
47,7,1,1,0,2597,1,0,2,16,8,323,1,-1,0,3,no
55,4,0,2,0,2171,1,1,1,13,8,318,5,176,1,2,no
49,2,1,1,0,2655,0,0,0,17,9,63,1,-1,0,3,no
40,9,1,1,0,1832,0,0,0,8,0,179,2,-1,0,3,no
46,0,1,0,0,96,0,0,1,4,3,151,2,-1,0,3,no
59,5,1,0,0,3079,0,0,1,31,5,19,2,-1,0,3,no
60,3,1,0,0,161,0,0,2,6,6,183,1,-1,0,3,no
52,0,1,1,0,722,0,0,0,24,0,60,3,-1,0,3,no
58,1,1,3,0,3585,0,0,0,30,0,122,1,167,1,2,no
59,4,1,1,0,0,0,1,0,10,5,60,1,-1,0,3,no
53,7,1,1,0,1563,1,0,0,2,3,124,2,5,1,1,no
48,4,1,2,1,0,0,1,0,9,3,18,8,-1,0,3,no
50,0,1,3,0,4861,0,0,0,17,9,256,2,-1,0,3,no
54,1,1,1,0,0,0,1,0,16,5,156,1,-1,0,3,no
56,2,1,2,0,16125,0,0,1,21,9,167,1,-1,0,3,no
56,0,1,1,0,382,0,0,0,20,0,275,1,-1,0,3,no
58,9,1,1,0,683,0,0,2,20,6,157,2,-1,0,3,no
51,4,1,2,0,3134,0,0,2,19,6,92,3,-1,0,3,no
41,10,1,2,0,1666,0,0,2,9,6,291,3,-1,0,3,no
53,6,1,2,0,2580,1,0,0,19,9,138,5,-1,0,3,no
57,1,1,1,0,-898,1,1,0,21,5,322,3,-1,0,3,no
33,0,2,2,0,12704,1,0,0,21,9,246,2,-1,0,3,no
46,1,1,0,0,296,1,0,2,4,6,92,2,-1,0,3,no
57,9,2,2,0,711,0,0,2,25,6,411,1,-1,0,3,no
46,0,0,1,0,-60,0,0,0,17,9,117,1,-1,0,3,no
50,3,1,1,0,3016,1,0,1,13,8,65,5,-1,0,3,no
51,9,2,1,0,17092,0,0,0,17,9,35,1,-1,0,3,no
58,9,1,0,0,10,1,0,0,15,8,298,1,-1,0,3,no
57,0,1,3,0,596,0,0,0,29,4,90,1,-1,0,3,no
47,6,1,2,0,4543,1,0,2,14,8,162,1,-1,0,3,no
52,1,1,0,0,9804,1,1,0,18,1,155,4,-1,0,3,no
55,7,1,1,0,96,0,0,1,30,5,340,2,-1,0,3,no
45,7,1,0,0,2406,1,1,0,20,0,108,2,-1,0,3,no
49,9,1,1,0,3392,0,0,0,13,1,272,2,-1,0,3,no
51,1,2,0,0,60,0,0,2,3,5,93,1,-1,0,3,no
51,5,2,2,0,730,1,0,2,18,9,287,2,-1,0,3,no
53,1,1,1,0,66,0,0,2,6,6,360,2,-1,0,3,no
50,2,1,1,0,1857,0,1,2,19,6,26,2,-1,0,3,no
51,1,1,0,0,-637,1,1,0,19,9,233,2,-1,0,3,no
47,9,1,1,0,0,0,0,1,14,5,81,2,-1,0,3,no
49,9,1,1,0,12531,0,0,0,13,1,77,8,-1,0,3,no
57,4,1,2,0,2440,1,0,2,15,8,391,2,-1,0,3,no
48,1,1,0,0,9004,0,0,2,14,8,158,3,-1,0,3,no
50,7,1,1,0,5569,0,0,0,7,1,103,4,-1,0,3,no
55,3,1,0,0,16,0,0,2,20,6,64,1,-1,0,3,no
52,6,1,2,0,605,0,0,0,19,1,191,4,-1,0,3,no
47,0,1,0,0,192,1,0,2,7,8,47,1,-1,0,3,no
51,4,1,2,0,1355,1,0,2,3,6,272,1,-1,0,3,no
52,4,2,2,0,741,0,0,0,7,1,63,2,-1,0,3,no
50,1,1,0,0,3764,0,0,1,2,6,108,4,-1,0,3,no
